"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04015","hsa04015","Rap1 signaling pathway","69/1513","210/8024",6.82422195129754e-07,1.96041285146366e-05,1.28648011904844e-05,"FGF10/ADCY2/FGF7/LPAR5/RAPGEF5/IGF1/FPR1/KITLG/ITGB2/CSF1/F2RL3/ITGAM/LCP2/LPAR1/VEGFC/ADCY3/PLCB2/PLCB4/PRKCB/ADCY4/PIK3CD/HGF/ITGAL/P2RY1/RASGRP3/RAC2/PDGFRB/PLCB1/DOCK4/MAPK11/PIK3R3/RASSF5/PDGFC/ARAP3/VAV1/TEK/THBS1/PRKD1/MAGI3/SIPA1/RGS14/FGF1/APBB1IP/RAPGEF4/PDGFRA/FYB1/KDR/PRKCA/RRAS/ADORA2B/MAGI1/PDGFB/BRAF/KIT/ADCY1/PIK3CB/SIPA1L1/ANGPT2/ADORA2A/RALB/PRKCZ/CALM1/FLT1/LPAR3/INSR/ITGB3/ADCY5/RAP1GAP/DRD2",69
"hsa04020","hsa04020","Calcium signaling pathway","64/1513","193/8024",1.20729210437953e-06,3.17920254153275e-05,2.08628547862076e-05,"ADCY2/P2RX5/PTGFR/CACNA1H/GNAL/HTR2B/RYR2/GNA14/ERBB4/GRIN2C/GNA15/ADCY3/PLCB2/PLCB4/PRKCB/PRKACB/CAMK1D/HRH2/CYSLTR1/CYSLTR2/ADCY4/TBXA2R/CACNA1C/SLC8A1/PTAFR/AGTR1/ADRA1B/TNNC2/ITPKB/PDGFRB/PLCB1/EDNRA/ADRB2/HTR7/CXCR4/PDE1C/P2RX6/ATP2B1/CAMK1/ORAI3/ADRB3/PDGFRA/ITPKA/TPCN2/ITPR2/PRKCA/EDNRB/ITPR1/CAMK2D/ADORA2B/PHKG1/GRIN2D/ERBB2/ADCY1/CACNA1F/ADRA1D/ADORA2A/CALM1/CACNA1I/HTR4/BDKRB2/NOS3/TACR3/P2RX2",64
"hsa05322","hsa05322","Systemic lupus erythematosus","48/1513","133/8024",1.82565282330093e-06,4.25633978720745e-05,2.79313437068577e-05,"CD28/HLA-DMB/C5/C1QA/FCGR2A/C1QB/C2/C7/C1R/CTSG/IL10/C1QC/FCGR1A/CD86/HLA-DQA1/HLA-DPA1/HLA-DOA/HLA-DMA/HLA-DRA/HLA-DPB1/HLA-DRB1/CD40/C1S/HLA-DQA2/HIST2H2BE/HIST1H2BD/HIST1H2BE/HIST1H3H/HIST1H2BC/HIST2H2BF/HIST1H2BO/HIST1H2BH/HIST1H4I/HIST1H2BK/HIST1H2AG/HIST1H2BN/HIST1H2BG/HIST1H4H/HIST1H3G/HIST1H3E/HIST1H3A/HIST3H2A/HIST3H3/HIST3H2BB/C8G/HIST1H2AE/HIST1H2BF/FCGR3B",48
"hsa04061","hsa04061","Viral protein interaction with cytokine and cytokine receptor","39/1513","100/8024",1.88572015888938e-06,4.25633978720745e-05,2.79313437068577e-05,"CCL13/CCL8/IL18/TNFRSF14/CCL2/CCL18/CCL3L1/CCL3L3/CCL4/CXCL1/PF4V1/IL10/IL22RA1/CCR9/CSF1/CCL3/CCL4L2/CCL4L1/TNFSF14/TNFRSF10A/CCR10/IL6ST/IL2RG/PPBP/IL18R1/CCR5/CXCR4/IL6R/IL6/CXCL14/CCR3/IL20RB/TNFRSF1B/IL20RA/CCL28/CXCL12/CX3CL1/CCL5/CCR7",39
"hsa05146","hsa05146","Amoebiasis","39/1513","102/8024",3.35145105442236e-06,7.06039022131643e-05,4.63323408927161e-05,"TLR2/GNAL/CXCL1/CTSG/IL10/TLR4/GNA14/ITGB2/GNA15/ITGAM/CD14/COL4A3/PLCB2/PLCB4/PRKCB/PRKACB/LAMB3/COL4A4/LAMA2/PIK3CD/LAMC3/TGFB3/PLCB1/PIK3R3/ARG1/IL6/TGFB2/RAB7B/PRKCA/LAMB2/LAMC1/ADCY1/PIK3CB/HSPB1/MUC2/IL1R2/TGFB1/C8G/LAMA1",39
"hsa04512","hsa04512","ECM-receptor interaction","35/1513","88/8024",3.7308038182509e-06,7.30382616888801e-05,4.79298386166202e-05,"SV2B/COL6A5/VWF/COMP/SPP1/CD36/CD44/TNXB/COL4A3/LAMB3/COL4A4/LAMA2/LAMC3/VTN/ITGA9/GP5/THBS1/ITGB8/ITGA7/ITGA4/ITGA1/ITGB5/LAMB2/LAMC1/ITGA10/COL6A3/COL9A3/COL9A1/SDC1/ITGB3/GP9/TNR/ITGA8/LAMA1/RELN",35
"hsa04929","hsa04929","GnRH secretion","28/1513","64/8024",3.92927357187013e-06,7.30382616888801e-05,4.79298386166202e-05,"CACNA1H/KCNJ5/SPP1/GPER1/PLCB2/PLCB4/PRKCB/ARRB2/PIK3CD/CACNA1C/GABBR1/PLCB1/PIK3R3/TRPC1/ITPR2/PRKCA/ITPR1/KCNN4/PIK3CB/CACNA1F/CACNA1I/KISS1/KCNJ6/HCN2/KCNN2/TRPC5/CGA/LHB",28
"hsa04072","hsa04072","Phospholipase D signaling pathway","51/1513","148/8024",4.20511493519957e-06,7.38231288623925e-05,4.84448913587319e-05,"ADCY2/LPAR5/PTGFR/FCER1G/PIK3R6/PIK3CG/DGKE/PLA2G4A/SYK/KITLG/PLPP2/DGKH/PIK3R5/CYTH4/LPAR1/ADCY3/PLCB2/PLCB4/DGKG/LPAR6/ADCY4/PIK3CD/SHC2/AGTR1/PDGFRB/PLCB1/PIK3R3/PDGFC/PLPP3/PLD1/PLA2G4C/DNM3/RAPGEF4/PDGFRA/PRKCA/DGKQ/RRAS/DGKD/CYTH1/PDGFB/KIT/ADCY1/PIK3CB/PLA2G4F/DGKI/GAB2/RALB/AGPAT5/LPAR3/INSR/ADCY5",51
"hsa04970","hsa04970","Salivary secretion","35/1513","90/8024",6.78691811002378e-06,0.000112877164356185,7.40732890678496e-05,"ADCY2/KCNMA1/GUCY1A2/CAMP/LYZ/PRKG1/ADCY3/GUCY1B1/PLCB2/PLCB4/PRKCB/PRKACB/ADCY4/GUCY1A1/CST4/FXYD2/SLC12A2/ADRA1B/PLCB1/ADRB2/ATP2B1/ADRB3/ATP1B1/BST1/ITPR2/PRKCA/ITPR1/KCNN4/ATP1B3/ADCY1/ATP1B2/ADRA1D/CALM1/DMBT1/ADCY5",35
"hsa05416","hsa05416","Viral myocarditis","26/1513","60/8024",1.07012677513167e-05,0.000169080030470803,0.000110955249842599,"HLA-F/CD28/HLA-DMB/HLA-B/HLA-A/ICAM1/ITGB2/CD86/HLA-DQA1/HLA-DPA1/HLA-DOA/HLA-DMA/HLA-DRA/HLA-DPB1/PRF1/HLA-DRB1/LAMA2/ITGAL/CD40/RAC2/HLA-DQA2/CCND1/SGCB/EIF4G2/CD55/LAMA1",26
"hsa04010","hsa04010","MAPK signaling pathway","85/1513","294/8024",1.34329945213546e-05,0.000202134584226098,0.00013264661256676,"FGF10/FGF7/TGFA/CACNA2D4/MAPT/CACNB4/CACNA1H/PLA2G4A/IGF1/KITLG/ERBB4/FAS/CSF1/CD14/AREG/NTRK2/VEGFC/PRKCB/MAP4K1/RASGRP4/PRKACB/MEF2C/HSPA6/CACNA2D2/ARRB2/RASGRP1/HGF/CACNA1C/TGFB3/RASGRP3/RAC2/PDGFRB/CACNB1/MAPK11/PDGFC/GADD45B/CACNA2D3/TEK/CACNA2D1/MECOM/RELB/RPS6KA2/PLA2G4C/MAP3K12/MAP3K3/FGF1/MKNK1/MAPKAPK3/CDC25B/DUSP10/PDGFRA/TGFB2/MYC/KDR/PRKCA/RRAS/MAP3K20/MAP3K6/PDGFB/TGFBR1/RPS6KA3/BRAF/RASA1/RPS6KA6/GADD45G/ERBB2/RASGRF1/STK3/KIT/CACNA1F/CACNG4/PLA2G4F/HSPB1/MAP3K13/RPS6KA5/DUSP5/DUSP16/ANGPT2/DUSP8/FLT1/CACNA1I/TGFB1/INSR/EREG/NTF4",85
"hsa04913","hsa04913","Ovarian steroidogenesis","23/1513","51/8024",1.55235750521048e-05,0.00022297498711205,0.000146322693074863,"ADCY2/CYP1A1/HSD3B2/HSD17B2/PLA2G4A/IGF1/AKR1C3/ADCY3/PRKACB/BMP6/ADCY4/PLA2G4C/ADCY1/ACOT4/PLA2G4F/CYP19A1/HSD3B1/CYP11A1/SCARB1/INSR/ADCY5/CGA/LHB",23
"hsa04713","hsa04713","Circadian entrainment","36/1513","97/8024",1.72130927458555e-05,0.000236492926421318,0.000155193559310459,"ADCY2/GRIA4/GUCY1A2/CACNA1H/KCNJ5/RYR2/GRIN2C/PRKG1/ADCY3/GUCY1B1/PLCB2/PLCB4/PRKCB/PRKACB/ADCY4/GUCY1A1/NOS1AP/CACNA1C/PLCB1/PER3/GNG11/PRKCA/ITPR1/CAMK2D/GNG2/GNB4/GRIN2D/ADCY1/RPS6KA5/GRIA3/CALM1/CACNA1I/KCNJ6/ADCY5/MTNR1B/GNGT1",36
"hsa04925","hsa04925","Aldosterone synthesis and secretion","36/1513","98/8024",2.2348371977468e-05,0.000294253564369995,0.000193097775419351,"ADCY2/PDE2A/HSD3B2/CACNA1H/KCNJ5/ADCY3/PLCB2/PLCB4/PRKCB/PRKACB/CAMK1D/ADCY4/KCNK3/CACNA1C/AGTR1/PLCB1/DAGLA/ATP2B1/CAMK1/PRKD1/ATP1B1/ITPR2/PRKCA/ITPR1/CAMK2D/CREB3L2/ATP1B3/ADCY1/CACNA1F/ATP1B2/CALM1/CACNA1I/HSD3B1/CYP11A1/SCARB1/ADCY5",36
"hsa04724","hsa04724","Glutamatergic synapse","40/1513","114/8024",2.78488451944738e-05,0.00034127978031807,0.000223957750575149,"ADCY2/GRIA4/GRIK2/PLA2G4A/GRIN2C/DLGAP1/ADCY3/PLCB2/PLCB4/PRKCB/PRKACB/SLC1A7/ADCY4/CACNA1C/PLCB1/GRIK4/HOMER3/GNG11/PLD1/PLA2G4C/TRPC1/SLC1A1/DLG4/ITPR2/SHANK3/PRKCA/ITPR1/GNG2/GNB4/GRIN2D/SHANK2/ADCY1/SLC38A1/PLA2G4F/SLC1A2/GRIA3/SHANK1/ADCY5/GNGT1/SLC38A3",40
"hsa04640","hsa04640","Hematopoietic cell lineage","36/1513","99/8024",2.88479909628795e-05,0.00034127978031807,0.000223957750575149,"CR1/HLA-DMB/CD37/CD22/FCGR1A/KITLG/CSF1/CD36/ITGAM/CD44/CD14/CD4/HLA-DQA1/HLA-DPA1/HLA-DOA/CD33/CD34/HLA-DMA/HLA-DRA/HLA-DPB1/HLA-DRB1/FCER2/GP5/HLA-DQA2/CD7/IL6R/IL6/ANPEP/ITGA4/ITGA1/KIT/CD55/IL1R2/ITGB3/GP9/GYPA",36
"hsa05140","hsa05140","Leishmaniasis","30/1513","77/8024",2.91599812297085e-05,0.00034127978031807,0.000223957750575149,"CR1/HLA-DMB/TLR2/FCGR2C/FCGR2A/NCF2/IL10/FCGR1A/TLR4/ITGB2/ITGAM/HLA-DQA1/HLA-DPA1/CYBB/HLA-DOA/HLA-DMA/HLA-DRA/PRKCB/HLA-DPB1/HLA-DRB1/TGFB3/MAPK11/HLA-DQA2/TGFB2/ITGA4/NCF4/IFNGR1/TGFB1/FCGR3B/NCF1",30
"hsa04921","hsa04921","Oxytocin signaling pathway","50/1513","154/8024",3.3091010815573e-05,0.000373455693490039,0.000245072523709319,"ADCY2/CACNA2D4/CACNB4/GUCY1A2/KCNJ5/PIK3R6/PIK3CG/PLA2G4A/KCNJ2/RYR2/PIK3R5/ADCY3/GUCY1B1/PLCB2/TRPM2/PLCB4/PRKCB/PRKACB/CAMK1D/MEF2C/ADCY4/GUCY1A1/CACNA2D2/NFATC2/PRKAA2/CACNA1C/PLCB1/CACNB1/RCAN1/CCND1/NFATC4/CACNA2D3/CACNA2D1/PLA2G4C/CAMK1/NPR2/RGS2/ITPR2/PRKCA/ITPR1/CAMK2D/ADCY1/CACNA1F/CACNG4/PLA2G4F/CALM1/KCNJ6/NOS3/ADCY5/CDKN1A",50
"hsa04960","hsa04960","Aldosterone-regulated sodium reabsorption","18/1513","37/8024",3.73194949205489e-05,0.000406653806720464,0.000266858094350205,"IGF1/PRKCB/PIK3CD/FXYD2/IRS1/NR3C2/PIK3R3/SLC9A3R2/ATP1B1/PRKCA/ATP1B3/SFN/PIK3CB/HSD11B2/ATP1B2/SCNN1G/INSR/SCNN1B",18
"hsa04270","hsa04270","Vascular smooth muscle contraction","44/1513","132/8024",4.77277059875742e-05,0.000502731836402448,0.000329907301036916,"MYH11/RAMP3/ADCY2/KCNMA1/GUCY1A2/KCNMB1/EDN1/PLA2G4A/PLA2G5/PRKG1/ADCY3/PLA2G2A/GUCY1B1/PLCB2/PLCB4/PRKCB/PRKACB/PTGIR/ADCY4/GUCY1A1/CACNA1C/MRVI1/AGTR1/ADRA1B/PLCB1/RAMP2/EDNRA/PPP1R14A/PLA2G4C/NPR2/ITPR2/ACTA2/PRKCA/ITPR1/ADORA2B/BRAF/ADCY1/CACNA1F/PLA2G4F/ADRA1D/ADORA2A/CALM1/NPPB/ADCY5",44
"hsa04062","hsa04062","Chemokine signaling pathway","58/1513","189/8024",5.12726502342353e-05,0.000522650241097367,0.000342978339427652,"CCL13/ADCY2/CCL8/CXCL16/CCL2/CCL18/PIK3R6/CCL3L1/CCL3L3/PIK3CG/CCL4/CXCL1/PF4V1/CCR9/PIK3R5/HCK/DOCK2/ADCY3/WAS/CCL3/PLCB2/PLCB4/PRKCB/PRKACB/CCL4L2/CCL4L1/ADCY4/ARRB2/PIK3CD/SHC2/CCR10/JAK3/RAC2/PPBP/PLCB1/PIK3R3/FGR/CCR5/VAV1/CXCR4/GNG11/CXCL14/CCR3/GNG2/GNB4/BRAF/ADCY1/PIK3CB/LYN/CCL28/PRKCZ/CXCL12/CX3CL1/ADCY5/CCL5/GNGT1/CCR7/NCF1",58
"hsa05321","hsa05321","Inflammatory bowel disease (IBD)","26/1513","65/8024",5.78875737729339e-05,0.000560248265514898,0.000367651260181329,"IL12RB2/IL18/HLA-DMB/TLR2/IL12RB1/STAT4/IL10/TLR4/MAF/NOD2/HLA-DQA1/HLA-DPA1/HLA-DOA/HLA-DMA/HLA-DRA/HLA-DPB1/HLA-DRB1/TGFB3/IL2RG/IL18R1/HLA-DQA2/IL6/TGFB2/IFNGR1/TGFB1/RORC",26
"hsa05330","hsa05330","Allograft rejection","18/1513","38/8024",5.85069391202266e-05,0.000560248265514898,0.000367651260181329,"HLA-F/CD28/HLA-DMB/HLA-B/HLA-A/IL10/FAS/CD86/HLA-DQA1/HLA-DPA1/HLA-DOA/HLA-DMA/HLA-DRA/HLA-DPB1/PRF1/HLA-DRB1/CD40/HLA-DQA2",18
"hsa05202","hsa05202","Transcriptional misregulation in cancer","57/1513","186/8024",6.19753149683487e-05,0.000576005868529359,0.000377991859094882,"ZBTB16/PROM1/IGF1/FCGR1A/MMP9/BCL2A1/MAF/CD86/ITGAM/CD14/SPI1/TSPAN7/MEF2C/FLI1/TRAF1/CDK14/RXRG/CD40/CEBPE/HHEX/RUNX2/GADD45B/ERG/HOXA11/ZEB1/IL6/LYL1/SLC45A3/RUNX1T1/PBX3/FOXO1/MEIS1/RARA/MITF/MYC/BMP2K/MLLT3/GADD45G/CEBPB/SIX4/DOT1L/HIST1H3H/AFF1/GRIA3/IL1R2/EYA1/BCL6/FLT1/HIST1H3G/HIST1H3E/HIST1H3A/ETV4/CDKN1A/HIST3H3/SIX1/TMPRSS2/HMGA2",57
"hsa04924","hsa04924","Renin secretion","27/1513","69/8024",6.60973177108054e-05,0.000596764354188986,0.000391614183128682,"KCNMA1/PDE3B/PDE3A/GUCY1A2/CLCA2/EDN1/KCNJ2/PTGER2/GUCY1B1/PLCB2/PTGER4/PLCB4/ACE/PRKACB/GUCY1A1/CACNA1C/AGTR1/PLCB1/EDNRA/ADRB2/PDE1C/ADRB3/ITPR2/ITPR1/CACNA1F/CALM1/ADCY5",27
"hsa05414","hsa05414","Dilated cardiomyopathy (DCM)","34/1513","96/8024",8.80883081791631e-05,0.000773012692160212,0.000507273485528187,"ADCY2/CACNA2D4/CACNB4/IGF1/TNNI3/RYR2/ADCY3/PRKACB/ADCY4/CACNA2D2/LAMA2/CACNA1C/TGFB3/SLC8A1/ITGA9/CACNB1/CACNA2D3/CACNA2D1/ITGB8/ITGA7/TGFB2/ITGA4/ITGA1/ITGB5/SGCB/ITGA10/ADCY1/CACNA1F/CACNG4/TGFB1/ITGB3/ADCY5/ITGA8/LAMA1",34
"hsa05152","hsa05152","Tuberculosis","55/1513","180/8024",9.05109797782527e-05,0.000773012692160212,0.000507273485528187,"CR1/FCGR2B/IL18/HLA-DMB/TLR2/LSP1/FCGR2C/FCGR2A/ATP6V0D2/FCER1G/TLR1/TLR6/IL10/CTSS/SYK/FCGR1A/TLR4/ITGB2/ITGAM/CD14/NOD2/CAMP/HLA-DQA1/HLA-DPA1/HLA-DOA/CD74/HLA-DMA/HLA-DRA/HLA-DPB1/MRC1/HLA-DRB1/CIITA/ITGAX/TGFB3/CLEC7A/CD209/MAPK11/HLA-DQA2/CASP10/IL6/CORO1A/TGFB2/CAMK2D/CTSD/LAMP1/ATP6AP1/PLK3/CEBPB/IFNGR1/LAMP2/CALM1/RIPK2/TGFB1/FCGR3B/LBP",55
"hsa04940","hsa04940","Type I diabetes mellitus","19/1513","43/8024",0.000119054704045212,0.000990033854691761,0.000649689105177471,"GAD1/HLA-F/CD28/HLA-DMB/HLA-B/HLA-A/FAS/CD86/HLA-DQA1/HLA-DPA1/HLA-DOA/PTPRN2/HLA-DMA/HLA-DRA/HLA-DPB1/PRF1/HLA-DRB1/HLA-DQA2/PTPRN",19
"hsa05410","hsa05410","Hypertrophic cardiomyopathy (HCM)","32/1513","90/8024",0.0001292785759276,0.00104748794854158,0.000687392158103568,"CACNA2D4/CACNB4/EDN1/IGF1/TNNI3/RYR2/ACE/CACNA2D2/LAMA2/PRKAA2/CACNA1C/TGFB3/SLC8A1/ITGA9/CACNB1/CACNA2D3/IL6/CACNA2D1/ITGB8/ITGA7/TGFB2/ITGA4/ITGA1/ITGB5/SGCB/ITGA10/CACNA1F/CACNG4/TGFB1/ITGB3/ITGA8/LAMA1",32
"hsa05142","hsa05142","Chagas disease (American trypanosomiasis)","35/1513","102/8024",0.000144644970898874,0.0011426952701011,0.000749869980712582,"PPP2R2B/CCL2/C1QA/TLR2/GNAL/C1QB/CCL3L1/CCL3L3/TLR6/IL10/C1QC/TLR4/GNA14/FAS/GNA15/CCL3/PLCB2/PLCB4/ACE/KNG1/PIK3CD/TGFB3/PLCB1/MAPK11/PIK3R3/IL6/TGFB2/TGFBR1/ADCY1/PIK3CB/IFNGR1/CALR/BDKRB2/TGFB1/CCL5",35
"hsa04927","hsa04927","Cortisol synthesis and secretion","25/1513","65/8024",0.000168722950813936,0.001300401279444,0.000853361265990896,"ADCY2/KCNA4/HSD3B2/CACNA1H/PDE8B/MRAP/ADCY3/PLCB2/PLCB4/PRKACB/ADCY4/KCNK3/CACNA1C/AGTR1/PLCB1/ITPR2/ITPR1/CREB3L2/ADCY1/CACNA1F/CACNA1I/HSD3B1/CYP11A1/SCARB1/ADCY5",25
"hsa04750","hsa04750","Inflammatory mediator regulation of TRP channels","34/1513","100/8024",0.000218801649544442,0.0016462219346677,0.00108029887118434,"ADCY2/TRPA1/HTR2B/PLA2G4A/IGF1/PTGER2/ADCY3/PLCB2/PTGER4/PLCB4/PRKCB/PRKACB/KNG1/ADCY4/PIK3CD/PLCB1/MAPK11/PIK3R3/PLA2G4C/TRPV2/ITPR2/ASIC3/PRKCA/ITPR1/CAMK2D/TRPV3/ADCY1/P2RY2/PIK3CB/PLA2G4F/CALM1/BDKRB2/ADCY5/ASIC4",34
"hsa04380","hsa04380","Osteoclast differentiation","41/1513","128/8024",0.000228786558932633,0.00168131517727238,0.00110332808102151,"FCGR2B/LILRB4/FCGR2C/FCGR2A/LILRB1/LILRB2/LILRB5/NCF2/SYK/FCGR1A/LILRA6/CSF1/LCP2/TYROBP/SPI1/LILRB3/LOC102725035/NFATC2/TREM2/PIK3CD/MAPK11/PIK3R3/TNFRSF11A/CTSK/CYLD/RELB/BTK/NOX1/SOCS3/TGFB2/MITF/NCF4/TGFBR1/PIK3CB/IFNGR1/SQSTM1/GAB2/TGFB1/ITGB3/FCGR3B/NCF1",41
