"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","entrezgene_id","description"
"20382","ENSG00000205835",16.8530957628281,3.49103177623748,0.431783283964418,7.32719149538847,2.35025886266477e-13,1.97466329320314e-11,"GMNC",647309,"geminin coiled-coil domain containing"
"39415","ENSG00000250771",52.8661702143102,3.47897718314409,0.335903527633108,10.0617014631672,8.15761224289256e-24,5.05820904732796e-21,"AC106865.1",NA,"toll-like receptor 2 pseudogene"
"39418","ENSG00000250777",11.7177234839186,3.44339712301291,0.349281606211741,8.2818414077036,1.21285046319229e-16,2.13647743808811e-14,"AC131956.2",NA,"novel transcript"
"38478","ENSG00000249321",21.4470217157949,3.36595467929193,0.434560455461732,7.10338433150887,1.21738241855568e-12,8.57784252783677e-11,"OR5H5P",NA,"olfactory receptor family 5 subfamily H member 5 pseudogene"
"665","ENSG00000049540",2272.12753148171,3.35354943275116,0.362442548237766,9.22563427327223,2.81887575488059e-20,1.01620470963445e-17,"ELN",2006,"elastin"
"7201","ENSG00000135925",226.797143137371,3.33421604763834,0.31316063764767,10.586459884342,3.4437013193652e-26,2.88554248660215e-23,"WNT10A",80326,"Wnt family member 10A"
"9726","ENSG00000153898",172.63742879473,3.30237780602484,0.32737927653956,10.0173833199765,1.27842789841225e-23,7.62213464124517e-21,"MCOLN2",255231,"mucolipin 2"
"32","ENSG00000002933",415.112530634134,3.19565300909007,0.339135022963507,9.37648314191917,6.82099411196865e-21,2.78251684807058e-18,"TMEM176A",55365,"transmembrane protein 176A"
"3725","ENSG00000109906",24.1147666776428,3.1444696662847,0.319446667527259,9.39349784504168,5.80400639098588e-21,2.3992214685298e-18,"ZBTB16",7704,"zinc finger and BTB domain containing 16"
"37587","ENSG00000246430",87.0431562902387,3.14363653096764,0.352571649288154,8.81926629613645,1.15212143771131e-18,3.13326499415471e-16,"LINC00968",100507632,"long intergenic non-protein coding RNA 968"
"12375","ENSG00000168309",87.8149930609596,3.133891558293,0.300952069077415,10.2903967982287,7.78548716171511e-25,5.24724909727508e-22,"FAM107A",11170,"family with sequence similarity 107 member A"
"47154","ENSG00000262133",10.3993169431086,3.12276718236878,0.422781083215386,6.39675308753023,1.58715664508896e-10,6.30195407523751e-09,"AC087392.2",NA,"novel transcript, antisense to NXN"
"8489","ENSG00000143768",28.5083016904714,3.1111900234512,0.356653570799489,8.41352869402631,3.97856890991711e-17,7.75770892541887e-15,"LEFTY2",7044,"left-right determination factor 2"
"11183","ENSG00000163815",206.859286421436,3.10240249472093,0.341033297050439,9.04670570459905,1.47346482632884e-19,4.80861368533402e-17,"CLEC3B",7123,"C-type lectin domain family 3 member B"
"6774","ENSG00000133392",816.169593154856,3.08255633725963,0.391219992825397,7.86097460351266,3.81156068827781e-15,4.82325779668069e-13,"MYH11",4629,"myosin heavy chain 11"
"7463","ENSG00000137252",11.221108679338,3.08251479838873,0.357669999505531,7.68031301880878,1.58700328987572e-14,1.69817829956803e-12,"HCRTR2",3062,"hypocretin receptor 2"
"8006","ENSG00000140505",25.0711017512114,3.07741519487464,0.389086086954778,7.59823912892526,3.00187254639166e-14,3.02165761544743e-12,"CYP1A2",1544,"cytochrome P450 family 1 subfamily A member 2"
"1553","ENSG00000081985",239.598419745961,3.06343605572576,0.296059323720119,10.3014204917687,6.94284102696632e-25,4.78330889686749e-22,"IL12RB2",3595,"interleukin 12 receptor subunit beta 2"
"5309","ENSG00000122679",19.8051435602752,3.06141262006346,0.399831132132477,7.23217239686806,4.75328248849528e-13,3.64767368789156e-11,"RAMP3",10268,"receptor activity modifying protein 3"
"15088","ENSG00000181374",160.699096389124,3.04425631625056,0.410509420221209,7.40799352307007,1.28224564521233e-13,1.11825611012707e-11,"CCL13",6357,"C-C motif chemokine ligand 13"
"1419","ENSG00000078295",199.898178107709,3.02628867972146,0.354617051715828,8.48393427789957,2.17704756037331e-17,4.52986614189622e-15,"ADCY2",108,"adenylate cyclase 2"
"10859","ENSG00000162739",33.9777571650369,3.01938934515081,0.302970773578846,9.70601587470348,2.84230612621312e-22,1.33515177016645e-19,"SLAMF6",114836,"SLAM family member 6"
"2907","ENSG00000104321",10.534536437522,2.93860846683798,0.431642147084711,6.09582009283574,1.08877810097417e-09,3.39933408504553e-08,"TRPA1",8989,"transient receptor potential cation channel subfamily A member 1"
"16064","ENSG00000185518",49.3696887785254,2.9346949012212,0.391335647363861,7.38805016580099,1.48997532962257e-13,1.29394132056830e-11,"SV2B",9899,"synaptic vesicle glycoprotein 2B"
"17599","ENSG00000197769",140.534034465412,2.89855182274055,0.361166534822347,7.97146635680352,1.56802583054392e-15,2.21979474083805e-13,"MAP1LC3C",440738,"microtubule associated protein 1 light chain 3 gamma"
"7964","ENSG00000140285",222.521451920945,2.82345802378118,0.368256595368103,7.61914383151184,2.55363794613242e-14,2.59575204078503e-12,"FGF7",2252,"fibroblast growth factor 7"
"3336","ENSG00000106565",669.761208748057,2.82279918576152,0.364024053026304,7.72266050839591,1.13926318795529e-14,1.2751110691761e-12,"TMEM176B",28959,"transmembrane protein 176B"
"33685","ENSG00000236499",19.4159322043752,2.81329377156904,0.348740973698337,7.75075994822261,9.13442217788439e-15,1.05669586112295e-12,"LINC00896",NA,"long intergenic non-protein coding RNA 896"
"6080","ENSG00000128683",105.715474591814,2.80309252688439,0.305772386855649,9.1107739794773,8.17963271736282e-20,2.78673794655384e-17,"GAD1",2571,"glutamate decarboxylase 1"
"6717","ENSG00000132975",75.7262472980891,2.8020804288857,0.405283901003213,6.86067539332922,6.85357384291435e-12,3.92756654070006e-10,"GPR12",2835,"G protein-coupled receptor 12"
"17243","ENSG00000196611",64.5314105464693,2.79100845580382,0.424987470870717,6.529518435582,6.59814902451642e-11,2.95362073508072e-09,"MMP1",4312,"matrix metallopeptidase 1"
"43270","ENSG00000255980",54.5526111506319,2.78584915660785,0.348656304317758,7.87841758273535,3.31553074046483e-15,4.28297498110963e-13,"AP000439.2",102724265,"uncharacterized LOC102724265"
"13246","ENSG00000172005",60.4060020788749,2.78142763962308,0.332001833727574,8.28341447552896,1.19692941471438e-16,2.12089649021744e-14,"MAL",4118,"mal, T cell differentiation protein"
"45310","ENSG00000259444",10.6145389448463,2.77281216436526,0.404107811699178,6.3223939564632,2.57541759935968e-10,9.53950679007745e-09,"AL161669.1",NA,"novel transcript, sense overlapping EXOC3L4"
"5443","ENSG00000123843",131.232962315218,2.7625643382529,0.278583224675527,9.86864552314886,5.69281065323714e-23,3.15168229789841e-20,"C4BPB",725,"complement component 4 binding protein beta"
"6442","ENSG00000131203",330.233082392905,2.75070885739727,0.418042426917308,6.58273208765198,4.61880997749759e-11,2.16636861924898e-09,"IDO1",3620,"indoleamine 2,3-dioxygenase 1"
"2550","ENSG00000101489",41.8856057657188,2.7471727184033,0.317141724989628,8.52428123055759,1.53761626591359e-17,3.26511760904925e-15,"CELF4",56853,"CUGBP Elav-like family member 4"
"9337","ENSG00000150510",120.199727968961,2.74362274263648,0.345748360225873,7.88022615494619,3.26789065630435e-15,4.23909682081187e-13,"FAM124A",220108,"family with sequence similarity 124 member A"
"32738","ENSG00000235097",31.4727148486743,2.74115263134305,0.440946773052808,6.3073871725145,2.83785308882967e-10,1.04367686017777e-08,"LINC00330",NA,"long intergenic non-protein coding RNA 330"
"37434","ENSG00000244682",934.985610903085,2.73593855789106,0.348353965635832,7.82831688564259,4.94444424071052e-15,5.98799237479485e-13,"FCGR2C",NA,"Fc fragment of IgG receptor IIc (gene/pseudogene)"
"55819","ENSG00000279525",4.34136591540847,2.72279244774091,0.440397346805658,6.08043505656371,1.1985689113347e-09,3.68643174187598e-08,"AC002451.2",NA,"TEC"
"7223","ENSG00000136011",429.946921026622,2.72253114783618,0.357071814383909,7.59324124764589,3.12000878590042e-14,3.12248505230584e-12,"STAB2",55576,"stabilin 2"
"7867","ENSG00000139549",11.3243582222873,2.72237976458935,0.33534198091062,7.56185369620121,3.97365192779567e-14,3.86191632343101e-12,"DHH",50846,"desert hedgehog signaling molecule"
"20041","ENSG00000204642",408.292876605902,2.71831464185923,0.1949563476919,13.9261723079043,4.39274252025229e-44,4.5396065451794e-40,"HLA-F",3134,"major histocompatibility complex, class I, F"
"14002","ENSG00000175785",20.9975831203262,2.70936289006163,0.425937314986953,6.16431261032725,7.07899715698625e-10,2.32040085493137e-08,"PRIMA1",145270,"proline rich membrane anchor 1"
"10993","ENSG00000163235",62.4287697913292,2.70881208814981,0.383708230368195,6.98409200644741,2.86704134849429e-12,1.87130279847091e-10,"TGFA",7039,"transforming growth factor alpha"
"11856","ENSG00000166292",525.4304207665,2.69554793183603,0.322613693957401,8.329874732822,8.09279394568643e-17,1.48549402198769e-14,"TMEM100",55273,"transmembrane protein 100"
"17750","ENSG00000198203",414.263700330389,2.69489454644996,0.369603965531777,7.25705943706677,3.95595905013257e-13,3.11285782820457e-11,"SULT1C2",6819,"sulfotransferase family 1C member 2"
"11560","ENSG00000165092",611.827496212741,2.69230784506107,0.408722603797151,6.57562255715184,4.84500166453295e-11,2.25879077602278e-09,"ALDH1A1",216,"aldehyde dehydrogenase 1 family member A1"
"12612","ENSG00000169302",21.5101581803774,2.67629557885508,0.332186561929347,7.82372527564689,5.12826583891633e-15,6.13867281096227e-13,"STK32A",202374,"serine/threonine kinase 32A"
"160","ENSG00000006788",29.2795567995283,2.67572251150877,0.335947462753399,7.8026587084749,6.06163226078273e-15,7.17285438858958e-13,"MYH13",8735,"myosin heavy chain 13"
"6423","ENSG00000131097",251.757032347824,2.66861305353301,0.335157093371556,7.93472213274078,2.1096711435904e-15,2.89407674622713e-13,"HIGD1B",51751,"HIG1 hypoxia inducible domain family member 1B"
"36758","ENSG00000243064",30.6194536713692,2.64026675453932,0.3614787662337,7.15733945030165,8.225783739349e-13,6.02893553832239e-11,"ABCC13",NA,"ATP binding cassette subfamily C member 13 (pseudogene)"
"9769","ENSG00000154175",2987.12460765179,2.63116326815545,0.32549585562409,8.06380907863194,7.3953225581673e-16,1.1463859263543e-13,"ABI3BP",25890,"ABI family member 3 binding protein"
"10785","ENSG00000162494",11.5956755388398,2.62809493890119,0.412017854612065,6.03358924217282,1.60357365569085e-09,4.78034558147916e-08,"LRRC38",126755,"leucine rich repeat containing 38"
"3754","ENSG00000110079",1545.20036055914,2.62060316895984,0.319654606379875,8.17839044799497,2.87660361957711e-16,4.76916267474594e-14,"MS4A4A",51338,"membrane spanning 4-domains A4A"
"49145","ENSG00000267013",12.4232115227059,2.61412725763383,0.331194689605368,7.47706616380338,7.60001569013135e-14,7.07577436760187e-12,"LINC01929",NA,"long intergenic non-protein coding RNA 1929"
"15059","ENSG00000181195",22.1269933742549,2.6021618476382,0.384552047171763,6.6353085665795,3.23824390122029e-11,1.58102796329973e-09,"PENK",5179,"proenkephalin"
"16840","ENSG00000188676",38.4597667419962,2.59678822981214,0.382916393669677,6.67277105795014,2.51017830453006e-11,1.25927278277258e-09,"IDO2",169355,"indoleamine 2,3-dioxygenase 2"
"11588","ENSG00000165192",7.13555762317346,2.58570718145634,0.417706868518957,5.58634051552984,2.31904316988613e-08,5.0348246075616e-07,"ASB11",140456,"ankyrin repeat and SOCS box containing 11"
"20481","ENSG00000206337",113.161411108812,2.58389860941376,0.325708699259539,7.88151158857038,3.23444110827581e-15,4.2133351966334e-13,"HCP5",10866,"HLA complex P5"
"38006","ENSG00000248587",60.2251974978691,2.57307505463135,0.251805124096306,10.1440034366435,3.52356299400751e-24,2.27585465631698e-21,"GDNF-AS1",NA,"GDNF antisense RNA 1"
"10784","ENSG00000162493",3050.38015461182,2.56008024857413,0.229860296563019,11.1295293860819,9.01099838507776e-29,1.39683991466283e-25,"PDPN",10630,"podoplanin"
"2899","ENSG00000104237",13.8810757750576,2.55340011949199,0.412155402053906,5.92430593071518,3.13619131514635e-09,8.59436930666437e-08,"RP1",6101,"RP1 axonemal microtubule associated"
"2900","ENSG00000104237",13.8810757750576,2.55340011949199,0.412155402053906,5.92430593071518,3.13619131514635e-09,8.59436930666437e-08,"RP1",107984125,"RP1 axonemal microtubule associated"
"486","ENSG00000030304",8.19859289784746,2.54904451572278,0.411495143077568,5.72042846478301,1.0625575804549e-08,2.53598711830972e-07,"MUSK",4593,"muscle associated receptor tyrosine kinase"
"4678","ENSG00000117090",24.5876011587215,2.53837352441444,0.402370431962985,6.18440348114715,6.23377397040838e-10,2.06922585015601e-08,"SLAMF1",6504,"signaling lymphocytic activation molecule family member 1"
"10068","ENSG00000156886",55.3317621950809,2.53621610684428,0.435121502226019,5.88102000429725,4.07745877677432e-09,1.087895477249e-07,"ITGAD",3681,"integrin subunit alpha D"
"7644","ENSG00000138135",36.2782274923267,2.53385951970012,0.437127426393053,5.85427674205696,4.79090302315242e-09,1.26088596287601e-07,"CH25H",9023,"cholesterol 25-hydroxylase"
"34695","ENSG00000237975",27.2425622217899,2.53353883921304,0.417155884840557,5.97661760966612,2.27818099622168e-09,6.55198937160117e-08,"FLG-AS1",NA,"FLG antisense RNA 1"
"9927","ENSG00000155719",21.4330699392954,2.5291889391463,0.361372001134344,6.8476668433675,7.50641242855605e-12,4.23900372536472e-10,"OTOA",146183,"otoancorin"
"6526","ENSG00000131831",45.9037110099373,2.52702266597764,0.362474622163494,6.88189673151711,5.90608240625548e-12,3.44832905538868e-10,"RAI2",10742,"retinoic acid induced 2"
"585","ENSG00000042304",20.7167426203196,2.51936347483762,0.427856539698287,5.74175304777787,9.37014043989155e-09,2.27799342689892e-07,"C2orf83",56918,"chromosome 2 open reading frame 83"
"49567","ENSG00000267532",5.41747520686642,2.5183754259513,0.419136489451795,5.31327550529533,1.07672061025765e-07,1.93966118999523e-06,"MIR497HG",NA,"mir-497-195 cluster host gene"
"11189","ENSG00000163827",84.2219569966088,2.4996985619408,0.310144525360508,8.01289639904281,1.12038014524291e-15,1.65105368873702e-13,"LRRC2",79442,"leucine rich repeat containing 2"
"7945","ENSG00000140090",60.3175304311308,2.49414810969422,0.25001914382817,9.9075805507797,3.85877309217375e-23,2.21543596623449e-20,"SLC24A4",123041,"solute carrier family 24 member 4"
"44989","ENSG00000259070",19.4585915852357,2.4935070277624,0.363032276069464,6.69596979419681,2.14245977922611e-11,1.10520267113722e-09,"LINC00639",NA,"long intergenic non-protein coding RNA 639"
"3527","ENSG00000108381",235.342176406248,2.47356641310076,0.34686177864144,7.10477546482645,1.20518313892045e-12,8.51122844099103e-11,"ASPA",443,"aspartoacylase"
"9888","ENSG00000155265",28.2657272555952,2.47164082554948,0.380030653898935,6.3869964903505,1.69175519453335e-10,6.66448364626653e-09,"GOLGA7B",401647,"golgin A7 family member B"
"16998","ENSG00000189253",58.4579841319145,2.46722025073621,0.4406647279792,6.43523196054668,1.23284908435831e-10,5.07596549300937e-09,"TRIM64B",642446,"tripartite motif containing 64B"
"17561","ENSG00000197629",1700.95678190981,2.46198900485618,0.310327740597433,7.91676584549642,2.43768203226631e-15,3.30023825529923e-13,"MPEG1",219972,"macrophage expressed 1"
"9587","ENSG00000152578",14.1492042847761,2.446761394699,0.429896958213181,5.49458352298449,3.91633542232485e-08,7.91513344839226e-07,"GRIA4",2893,"glutamate ionotropic receptor AMPA type subunit 4"
"166","ENSG00000007062",695.11823381758,2.44467396238221,0.33118842514681,7.35871986425991,1.8568223119963e-13,1.59025033532656e-11,"PROM1",8842,"prominin 1"
"31635","ENSG00000233491",26.7739063284718,2.43548842329033,0.312129293055365,7.66789791928065,1.74837940791058e-14,1.84370771372284e-12,"AC008163.1",NA,"novel pseudogene containing cadherin repeats"
"41985","ENSG00000254287",4.67964203764171,2.42844708851444,0.433138786179051,5.12583151164712,2.96227432608693e-07,4.76592583973395e-06,"AC007991.4",NA,"novel transcript"
"11081","ENSG00000163531",4376.23480005899,2.42028472027786,0.335622456590641,7.19257617915839,6.35800710447139e-13,4.74870259037376e-11,"NFASC",23114,"neurofascin"
"14556","ENSG00000178562",780.321142068988,2.41234894456897,0.329077119557841,7.31156640245763,2.64045982205737e-13,2.1599518697426e-11,"CD28",940,"CD28 molecule"
"928","ENSG00000065413",679.757762491324,2.41185513254484,0.285737774357636,8.42560804071393,3.58881659394916e-17,7.08688413135069e-15,"ANKRD44",91526,"ankyrin repeat domain 44"
"9590","ENSG00000152583",2106.65625170022,2.41003115585078,0.216355140179683,11.13260596769,8.70526601432399e-29,1.39683991466283e-25,"SPARCL1",8404,"SPARC like 1"
"3585","ENSG00000108700",16.9164639065371,2.40668510357256,0.424661848434281,5.56538247680444,2.61578027818758e-08,5.58830248191961e-07,"CCL8",6355,"C-C motif chemokine ligand 8"
"3706","ENSG00000109738",85.2137395457341,2.39463381434799,0.354059137592582,6.71347656964234,1.90041145410753e-11,1.0003133499439e-09,"GLRB",2743,"glycine receptor beta"
"3753","ENSG00000110077",1210.2977203035,2.39373482008693,0.309865853948043,7.70914677705674,1.266616741457e-14,1.3778568012418e-12,"MS4A6A",64231,"membrane spanning 4-domains A6A"
"2596","ENSG00000101916",139.758439096466,2.39165586291489,0.348430188363346,6.83140566164955,8.40865805245531e-12,4.7312817713298e-10,"TLR8",51311,"toll like receptor 8"
"15571","ENSG00000183578",56.5163126967285,2.38730109651376,0.336874505181759,7.02929402843346,2.07581132972149e-12,1.39905170989903e-10,"TNFAIP8L3",388121,"TNF alpha induced protein 8 like 3"
"31380","ENSG00000233110",25.0662775786674,2.37579149509528,0.348697750365273,6.69914914453196,2.09636551150174e-11,1.08503539153737e-09,"AC093797.1",NA,"novel transcript, antisense to SORBS2"
"26003","ENSG00000225217",1460.06251860559,2.36838439363868,0.352526260466269,6.69749394204779,2.12024016271901e-11,1.09556342941296e-09,"HSPA7",NA,"heat shock protein family A (Hsp70) member 7"
"17857","ENSG00000198576",14.5184043719967,2.36525391575598,0.402665189988313,5.71550449615314,1.09379028948262e-08,2.59852722948886e-07,"ARC",23237,"activity regulated cytoskeleton associated protein"
"4751","ENSG00000117600",16.03810338849,2.35820883813664,0.396899492796553,5.7803399155925,7.45498457679995e-09,1.87298935846458e-07,"PLPPR4",9890,"phospholipid phosphatase related 4"
"10846","ENSG00000162706",2783.72772352621,2.3567906479808,0.385487534960435,6.09167860446309,1.11732833060243e-09,3.46752054391061e-08,"CADM3",57863,"cell adhesion molecule 3"
"34169","ENSG00000237223",7.04669465820733,2.35664076203276,0.421373835328155,5.17437466270013,2.2867555305011e-07,3.79937201029613e-06,"SULT1C2P1",NA,"sulfotransferase family 1C member 2 pseudogene 1"
"24197","ENSG00000221866",392.178856199396,2.35413436700644,0.362613768573172,6.46861041667259,9.89082315581957e-11,4.17204340544046e-09,"PLXNA4",91584,"plexin A4"
"25825","ENSG00000224957",7.64024967944729,2.34285849443626,0.426057618075014,5.16211466305275,2.44175640637273e-07,4.02883309562393e-06,"LINC01266",NA,"long intergenic non-protein coding RNA 1266"
"11477","ENSG00000164756",44.7139812248233,2.33632426694557,0.372563306352605,6.21143655576805,5.25023885368785e-10,1.78088791226351e-08,"SLC30A8",169026,"solute carrier family 30 member 8"
"13279","ENSG00000172159",364.401821069652,2.32861270710072,0.222887571132453,10.435470443359,1.70765773271549e-25,1.26053601636615e-22,"FRMD3",257019,"FERM domain containing 3"
"6549","ENSG00000132000",282.877535548467,2.32373535800746,0.268450115774927,8.63956381528542,5.64280391065736e-18,1.34572192032393e-15,"PODNL1",79883,"podocan like 1"
"9389","ENSG00000151062",234.274205163707,2.32100783776136,0.299935879400391,7.71804531362691,1.18127208771586e-14,1.31211111362934e-12,"CACNA2D4",93589,"calcium voltage-gated channel auxiliary subunit alpha2delta 4"
"20568","ENSG00000206658",12.1434191558184,2.31985012670163,0.365427281258644,6.13354475922331,8.59422237361911e-10,2.75539479058235e-08,"RNU6-1039P",NA,"RNA, U6 small nuclear 1039, pseudogene"
"4072","ENSG00000112394",1612.16254039152,2.31803933972775,0.337443274579829,6.85097852897588,7.33465255430165e-12,4.15715234261452e-10,"SLC16A10",117247,"solute carrier family 16 member 10"
"15654","ENSG00000183807",579.110010659547,2.31499748004263,0.301058881892477,7.67327700878458,1.67656875896574e-14,1.77401574178208e-12,"FAM162B",221303,"family with sequence similarity 162 member B"
"22256","ENSG00000213088",759.184422142758,2.3095942309109,0.381183590778094,6.03602793196539,1.57953923869344e-09,4.72231967379099e-08,"ACKR1",2532,"atypical chemokine receptor 1 (Duffy blood group)"
"1201","ENSG00000072694",2167.09615331944,2.30935699358965,0.302397764567265,7.62306135311063,2.47729059805144e-14,2.52642896090095e-12,"FCGR2B",2213,"Fc fragment of IgG receptor IIb"
"32368","ENSG00000234567",10.7148898239033,2.30879288817095,0.401801813815838,5.52435852741487,3.30691570685008e-08,6.83951351964463e-07,"AL024497.2",NA,"novel transcript"
"31332","ENSG00000233038",41.9944861583508,2.30493408429125,0.375022631996644,6.08124877471921,1.19250099631879e-09,3.67141096215207e-08,"AC011899.2",NA,"novel transcript, antisense to PTPRN2"
"34345","ENSG00000237463",5.08282105202058,2.30492355804716,0.434500916050976,4.87855249425937,1.0686722320772e-06,1.44744627396633e-05,"LRRC52-AS1",NA,"LRRC52 antisense RNA 1"
"44636","ENSG00000258676",9.58434717426817,2.2963057997383,0.442671272203316,5.08758388683038,3.62653990212423e-07,5.66130999927279e-06,"AC091544.2",NA,"novel transcript"
"46219","ENSG00000260658",5.72896718461157,2.29587551669536,0.397450543591731,5.29966008664029,1.16018471908435e-07,2.07195891968733e-06,"AC138305.1",NA,"novel transcript"
"16415","ENSG00000186868",362.157783420103,2.2947874306956,0.203960450499049,11.2389317245339,2.62540056488532e-29,5.42635291420931e-26,"MAPT",4137,"microtubule associated protein tau"
"62","ENSG00000004809",32.8488317091091,2.2922622569606,0.337885392436016,6.70925372152784,1.95622274221419e-11,1.02102312587317e-09,"SLC22A16",85413,"solute carrier family 22 member 16"
"17574","ENSG00000197683",173.028787246963,2.29225565890196,0.415938295632594,5.49286194424555,3.95471939519701e-08,7.97287962675213e-07,"KRTAP26-1",388818,"keratin associated protein 26-1"
"15374","ENSG00000182771",110.653820352254,2.28980452251289,0.316800310424878,7.19252430408498,6.36042405948146e-13,4.74870259037376e-11,"GRID1",2894,"glutamate ionotropic receptor delta type subunit 1"
"32135","ENSG00000234211",12.3396378763446,2.2890073469032,0.396791201035535,5.56076472900878,2.68595085852495e-08,5.71534210479403e-07,"AL451067.1",NA,"novel transcript, antisense to FCGR2B"
"43874","ENSG00000257398",23.4260665181413,2.28223589019445,0.326903086191836,6.87778753783047,6.07892395775921e-12,3.52930485884661e-10,"AC126177.3",NA,"novel transcript"
"5043","ENSG00000120262",100.564066190618,2.28032605535228,0.276174369808499,8.22315209049276,1.9822320173454e-16,3.33995321922605e-14,"CCDC170",80129,"coiled-coil domain containing 170"
"16364","ENSG00000186642",102.269975803825,2.27733997034424,0.264628923365473,8.57774087944441,9.67546086981872e-18,2.18954973245978e-15,"PDE2A",5138,"phosphodiesterase 2A"
"56862","ENSG00000282572",31.9461275756097,2.27626284249192,0.35353174419743,6.36941843168976,1.89746298041775e-10,7.33504299026077e-09,"AC215522.2",NA,"novel transcript similar to family member with sequence similarity 157"
"9978","ENSG00000156113",662.034487949429,2.26888718694688,0.354577193246511,6.37909950137727,1.78132278407297e-10,6.96423080386058e-09,"KCNMA1",3778,"potassium calcium-activated channel subfamily M alpha 1"
"9615","ENSG00000152784",292.367116042813,2.25709448076694,0.270408184227745,8.32980510725323,8.09755474360286e-17,1.48549402198769e-14,"PRDM8",56978,"PR/SET domain 8"
"4747","ENSG00000117594",358.420121336542,2.25624841845685,0.260632024720998,8.64315184244198,5.46831698925729e-18,1.3142188497515e-15,"HSD11B1",3290,"hydroxysteroid 11-beta dehydrogenase 1"
"13418","ENSG00000172752",23.4205523546852,2.25453415754288,0.402264515717019,5.51733046091342,3.44187858042618e-08,7.05744455217943e-07,"COL6A5",256076,"collagen type VI alpha 5 chain"
"24783","ENSG00000223436",4.85870846187011,2.25387287213435,0.44259395962574,4.92516145295306,8.42907282539312e-07,1.17239365098996e-05,"AC011625.1",NA,"novel transcript"
"15257","ENSG00000182257",7.68697022574687,2.2483853026034,0.39756031783538,5.37110926285759,7.8253774254856e-08,1.45449745996601e-06,"PRR34",NA,"PRR34 long non-coding RNA"
"4025","ENSG00000112175",5489.09129242465,2.23975546893979,0.213267656725127,10.4975466397138,8.86542989490895e-26,7.04756212902211e-23,"BMP5",653,"bone morphogenetic protein 5"
"36309","ENSG00000241990",7.08079317696649,2.23870050688227,0.359770065028461,5.84684557319914,5.00982188632657e-09,1.30850470043625e-07,"PRR34-AS1",NA,"PRR34 antisense RNA 1"
"41382","ENSG00000253557",11.9768285769511,2.23563571950451,0.349993357215134,6.17925185363409,6.44060801636922e-10,2.12876514212681e-08,"AC100849.1",NA,"novel transcript"
"11430","ENSG00000164604",192.233990528982,2.23376601853078,0.201007068945842,11.0938100720348,1.34437134347743e-28,1.82208103826085e-25,"GPR85",54329,"G protein-coupled receptor 85"
"9550","ENSG00000152270",644.494757371486,2.23048249100063,0.210263800147919,10.5996453389519,2.99112381147508e-26,2.64953747220463e-23,"PDE3B",5140,"phosphodiesterase 3B"
"10288","ENSG00000158714",192.161946134265,2.22684470392859,0.314464518145703,7.06001151757019,1.6648880412801e-12,1.13442909766609e-10,"SLAMF8",56833,"SLAM family member 8"
"45620","ENSG00000259834",32.4462467581004,2.22574447412916,0.318038963945954,6.92836531183893,4.25731224424444e-12,2.59821754937619e-10,"AL365361.1",NA,"novel transcript"
