"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098916","GO:0098916","anterograde trans-synaptic signaling","119/1842","223/4998",2.07946753165045e-07,7.81138595552653e-06,5.99242076603802e-06,"HTR1F/HCRTR2/FAM107A/SV2B/GAD1/CELF4/PENK/ARC/GRIA4/GLRB/RAPSN/GRID1/SCN1B/MAPT/WNT3A/DOC2B/CLSTN2/CACNB4/P2RX5/KCNMB1/MCTP1/FGF14/PCDHB16/KCNQ3/ADGRB1/LILRB2/HTR2B/SYN2/GRIK2/DGKE/EDN1/RIMS3/SYT11/GDNF/GRIN2C/PCDHB13/LRRK2/GABRA4/DTNA/DBH/DLGAP1/NTRK2/SNCG/APOE/MYO5A/PTPRN2/GPER1/PCDH17/MBP/GUCY1B1/PLCB4/PLCL1/CUBN/LRRTM2/PRKCB/CADPS2/GJC1/PMP22/SYT3/MEF2C/HRH2/GUCY1A1/CACNA2D2/ARRB2/LRRC4/LAMA2/KCNK3/JPH4/APBA1/LRP6/P2RY1/PDE7B/PCDHB11/NTNG2/PLCB1/HTR1B/CACNB1/LYNX1/CNTN4/LIN7A/CASK/ADRB2/KCNJ10/HTR7/SEPT5/PRRT2/TMOD2/NRXN2/STX11/ADORA2A/PRKCZ/GABRA2/CALM1/GRID2IP/LPAR3/HTR4/GALR3/ACHE/KISS1/JPH3/LRP8/CX3CL1/SYT12/TRIM9/CHRM4/SHANK1/HTR1D/SLC6A9/NEURL1/MTNR1B/TNR/OTOF/NTF4/KIF5A/DRD2/CDH2/ACP4/P2RX2/RELN",119
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","57/1842","90/4998",2.45586371918752e-07,9.13484995156611e-06,7.00770194381164e-06,"ZBTB16/CD28/TNFSF13B/IL18/CTLA4/HLA-DMB/TNFRSF14/CCL2/LILRB4/TNFSF9/VNN1/LILRB1/PIK3R6/LILRB2/IL12RB1/IGF1/ICAM1/SYK/CD86/CD44/NOD2/CD4/NCKAP1L/PTPRC/HLA-DPA1/AIF1/CD74/LGALS9/HLA-DPB1/HAVCR2/NLRP3/EFNB2/SASH3/ZAP70/TNFSF14/IGFBP2/RASGRP1/MYB/IL6ST/PTAFR/CD209/JAK3/IL15/RASAL3/ITPKB/HLX/VAV1/PRKCZ/BCL6/RIPK2/TGFB1/GRAP2/CCL5/EBI3/LEP/SPTA1/CCR7",57
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","54/1842","84/4998",2.49020156938832e-07,9.17264539248476e-06,7.03669631002424e-06,"CR1/SLAMF6/HLA-F/C4BPB/CD28/FCGR2B/IL18/CD84/FCER1G/LILRB1/PIK3R6/HLA-B/IL12RB1/HLA-A/IL10/MICB/SYK/TLR4/ITGB2/NCR1/ITGAM/NOD2/PTPRC/RIPK3/LGALS9/WAS/HAVCR2/NLRP3/ARRB2/SASH3/CD226/RASGRP1/CADM1/CD300A/CD40/PTAFR/FCER2/JAK3/RAC2/IL18R1/LAG3/FOXF1/ARG1/FGR/BST2/VAV1/PRKCZ/FOXJ1/BCL6/TGFB1/CLC/LEP/CD96/C17orf99",54
"GO:0099536","GO:0099536","synaptic signaling","120/1842","226/4998",2.64140450186172e-07,9.54427493339367e-06,7.32178791744125e-06,"HTR1F/HCRTR2/FAM107A/SV2B/GAD1/CELF4/PENK/ARC/GRIA4/GLRB/RAPSN/GRID1/SCN1B/MAPT/WNT3A/DOC2B/CLSTN2/CACNB4/P2RX5/KCNMB1/MCTP1/FGF14/PCDHB16/KCNQ3/ADGRB1/LILRB2/HTR2B/SYN2/GRIK2/DGKE/EDN1/RIMS3/SYT11/GDNF/GRIN2C/PCDHB13/LRRK2/GABRA4/DTNA/DBH/DLGAP1/NTRK2/SNCG/APOE/MYO5A/PTPRN2/GPER1/PCDH17/MBP/GUCY1B1/PLCB4/PLCL1/CUBN/LRRTM2/PRKCB/CADPS2/GJC1/PMP22/SYT3/MEF2C/HRH2/PTPRD/GUCY1A1/CACNA2D2/ARRB2/LRRC4/LAMA2/KCNK3/JPH4/APBA1/LRP6/P2RY1/PDE7B/PCDHB11/NTNG2/PLCB1/HTR1B/CACNB1/LYNX1/CNTN4/LIN7A/CASK/ADRB2/KCNJ10/HTR7/SEPT5/PRRT2/TMOD2/NRXN2/STX11/ADORA2A/PRKCZ/GABRA2/CALM1/GRID2IP/LPAR3/HTR4/GALR3/ACHE/KISS1/JPH3/LRP8/CX3CL1/SYT12/TRIM9/CHRM4/SHANK1/HTR1D/SLC6A9/NEURL1/MTNR1B/TNR/OTOF/NTF4/KIF5A/DRD2/CDH2/ACP4/P2RX2/RELN",120
"GO:0099537","GO:0099537","trans-synaptic signaling","120/1842","226/4998",2.64140450186172e-07,9.54427493339367e-06,7.32178791744125e-06,"HTR1F/HCRTR2/FAM107A/SV2B/GAD1/CELF4/PENK/ARC/GRIA4/GLRB/RAPSN/GRID1/SCN1B/MAPT/WNT3A/DOC2B/CLSTN2/CACNB4/P2RX5/KCNMB1/MCTP1/FGF14/PCDHB16/KCNQ3/ADGRB1/LILRB2/HTR2B/SYN2/GRIK2/DGKE/EDN1/RIMS3/SYT11/GDNF/GRIN2C/PCDHB13/LRRK2/GABRA4/DTNA/DBH/DLGAP1/NTRK2/SNCG/APOE/MYO5A/PTPRN2/GPER1/PCDH17/MBP/GUCY1B1/PLCB4/PLCL1/CUBN/LRRTM2/PRKCB/CADPS2/GJC1/PMP22/SYT3/MEF2C/HRH2/PTPRD/GUCY1A1/CACNA2D2/ARRB2/LRRC4/LAMA2/KCNK3/JPH4/APBA1/LRP6/P2RY1/PDE7B/PCDHB11/NTNG2/PLCB1/HTR1B/CACNB1/LYNX1/CNTN4/LIN7A/CASK/ADRB2/KCNJ10/HTR7/SEPT5/PRRT2/TMOD2/NRXN2/STX11/ADORA2A/PRKCZ/GABRA2/CALM1/GRID2IP/LPAR3/HTR4/GALR3/ACHE/KISS1/JPH3/LRP8/CX3CL1/SYT12/TRIM9/CHRM4/SHANK1/HTR1D/SLC6A9/NEURL1/MTNR1B/TNR/OTOF/NTF4/KIF5A/DRD2/CDH2/ACP4/P2RX2/RELN",120
"GO:0035150","GO:0035150","regulation of tube size","40/1842","57/4998",2.88794052316863e-07,1.02400433129923e-05,7.85553915057674e-06,"KCNMB1/ADRA2A/CRP/HTR2B/HBB/EDN1/ICAM1/COMP/DBH/FOXC1/APOE/PRKG1/GPER1/ACE/HRH2/UTS2B/KNG1/GUCY1A1/TBXA2R/P2RY1/EPHX2/SLC8A1/PTAFR/ADRA2B/AGTR1/ADRA1B/HTR1B/DOCK4/APLN/EDNRA/ADRB2/WDR35/HTR7/ADORA2A/BDKRB2/NOS3/NPPB/HTR1D/MTNR1B/LEP",40
"GO:0050880","GO:0050880","regulation of blood vessel size","40/1842","57/4998",2.88794052316863e-07,1.02400433129923e-05,7.85553915057674e-06,"KCNMB1/ADRA2A/CRP/HTR2B/HBB/EDN1/ICAM1/COMP/DBH/FOXC1/APOE/PRKG1/GPER1/ACE/HRH2/UTS2B/KNG1/GUCY1A1/TBXA2R/P2RY1/EPHX2/SLC8A1/PTAFR/ADRA2B/AGTR1/ADRA1B/HTR1B/DOCK4/APLN/EDNRA/ADRB2/WDR35/HTR7/ADORA2A/BDKRB2/NOS3/NPPB/HTR1D/MTNR1B/LEP",40
"GO:0046651","GO:0046651","lymphocyte proliferation","68/1842","113/4998",3.04252313407117e-07,1.068827108395e-05,8.19939226677074e-06,"FGF10/IDO1/CD28/FCGR2B/TNFSF13B/WNT3A/IL18/CTLA4/HLA-DMB/TNFRSF14/CD22/TNFSF9/LILRB1/PIK3CG/LILRB2/IL12RB1/IGF1/IL10/SYK/TLR4/TNFSF18/CD86/CD4/NCKAP1L/PTPRC/DOCK2/HLA-DPA1/RIPK3/CD180/AIF1/CD74/LGALS9/HLA-DPB1/HAVCR2/LST1/MEF2C/LEF1/NFATC2/SASH3/ZAP70/TNFSF14/GPR183/IGFBP2/PDE5A/SATB1/CD300A/MNDA/GAPT/IL6ST/CD40/CD209/JAK3/RAC2/IL15/RASAL3/ARG1/GPNMB/FOXJ1/BCL6/RIPK2/TGFB1/CLC/CCL5/EBI3/LEP/IL27/SPTA1/CD320",68
"GO:0002526","GO:0002526","acute inflammatory response","42/1842","61/4998",3.36469136499772e-07,1.17115954484416e-05,8.98442455260134e-06,"CR1/C4BPB/FCGR2B/C5AR2/C5/CFI/C1QA/HAMP/C5AR1/FCER1G/VNN1/C1QB/C2/C7/PIK3CG/CRP/C3AR1/C1R/ICAM1/A2M/C1QC/CD163/REG3G/CFHR1/CPN2/NLRP3/OSM/PROS1/SERPINA1/SUSD4/VTN/IL6ST/C1S/TNFRSF11A/F3/SAA1/TFR2/C8G/CCR7/TREM1/APOA2/LBP",42
"GO:0001906","GO:0001906","cell killing","35/1842","48/4998",3.6450086421246e-07,1.25719661711098e-05,9.64444870380337e-06,"SLAMF6/CCL13/HLA-F/FCGR2B/IL18/HAMP/LILRB1/PIK3R6/HLA-B/IL12RB1/HLA-A/ICAM1/CTSG/MICB/REG3G/NCR1/CAMP/PTPRC/RIPK3/LYZ/LGALS9/HAVCR2/PRF1/ARRB2/CD226/RASGRP1/CADM1/APOL1/FCER2/LAG3/ARG1/VAV1/HIST1H2BK/LEP/LTF",35
"GO:0030334","GO:0030334","regulation of cell migration","166/1842","333/4998",3.69633850923087e-07,1.2634151625245e-05,9.69215360647069e-06,"FGF10/FAM107A/FGF7/PDPN/CCL8/BMP5/PLXNA4/C5AR2/C5/ABCC8/TNFRSF14/CXCL16/CCL2/APOD/NAV3/C5AR1/CMKLR1/ADTRP/MCTP1/WNT5B/ADRA2A/MMP28/ADGRB1/C3AR1/HBEGF/CCL4/RGCC/EDN1/IGF1/NEXMIF/ICAM1/NBL1/IL33/FGFBP1/RARRES2/SOX14/KITLG/CDKN2B-AS1/HYAL1/MMP9/PECAM1/DPYSL3/PLA2G7/MMRN2/ERBB4/TNFSF18/ATP8A1/SCRT2/DOCK10/CSF1/PLXNC1/TMIGD3/NCKAP1L/PTPRC/CD200R1/BMPER/LPAR1/ADORA3/CASS4/RIPK3/SEMA3C/GAS6/PODN/APOE/AIF1/PRKG1/MYOC/CD74/VEGFC/LGALS9/ROBO4/SEMA6B/GPER1/SEMA3A/CCL3/PTGER4/ACE/FERMT3/SPRED1/CAMK1D/MEF2C/LEF1/PTPRT/LDLRAD4/FPR2/SEMA3E/ENPP2/LDB2/TMSB4X/TNFSF14/GPR183/LAMA2/ALOX15B/RIPOR1/TBXA2R/P2RY12/PIK3CD/HGF/CD300A/SEMA3G/PTPRG/CEMIP/RECK/VTN/ARHGAP4/CD40/SLC8A1/JAG1/PTAFR/GPSM3/SRPX2/RAC2/IGFBP5/MYOCD/PDGFRB/PLCB1/TBX5/DOCK4/MIR483/PIK3R3/DCN/FOXF1/STC1/SMOC2/DACH1/PDGFC/FGR/ARAP3/RHOJ/BST2/ADGRA2/F3/SEMA6D/DLL4/ABI3/NRP2/CYP19A1/GPNMB/CD200/MIR23A/CCL28/SRCIN1/FLT1/CALR/KIF2A/SCARB1/CXCL12/TGFB1/NOS3/INSR/TDGF1/HSPA5/CX3CL1/ITGB3/CCL5/NOV/TERT/LIMCH1/RIPOR2/ENG/CGA/DRD2/LAMA1/CCR7/LBP/RELN",166
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","62/1842","101/4998",3.76371101914892e-07,1.2749571077367e-05,9.7806963984462e-06,"FGF10/CCL13/RAMP3/MUSK/SLAMF1/CCL8/TNFAIP8L3/C5AR2/CCL2/CCL18/C5AR1/CCL3L1/CCL3L3/CCL4/HTR2B/SCIMP/ICAM1/TLR4/ERBB4/CD36/CD44/NOD2/CD4/PTPRC/NTRK2/BMPER/PLA2G5/GAS6/MARCO/CD74/LGALS9/GPER1/PLA2G2A/CCL3/CHI3L1/HAVCR2/CCL4L1/FPR2/EPHA3/ARRB2/GPR183/TREM2/RASGRP1/P2RY1/LTK/ALKAL2/PDGFRB/TNFRSF11A/PDGFC/NOTCH2/GPNMB/MIR23A/PRKCZ/FLT1/RIPK2/TGFB1/INSR/CX3CL1/CCL5/DRD2/CCR7/SLC30A10",62
"GO:0050808","GO:0050808","synapse organization","79/1842","137/4998",4.2285097460575e-07,1.41973150234886e-05,1.08913176039581e-05,"MUSK/NFASC/ARC/SPARCL1/GLRB/RAPSN/FCGR2B/MAPT/WNT3A/CLSTN2/CACNB4/TLR2/NRCAM/PCDHB16/ADGRB1/CNTN5/LILRB2/IL10/GDNF/ARHGAP44/ERBB4/PCDHB13/LRTM2/LRRK2/IGSF21/DOCK10/ITGAM/LRRC4B/ADGRB2/NTRK2/SNCG/APOE/MYO5A/PTPRO/PCDH17/LRRTM2/MEF2C/PTPRD/CACNA2D2/SEMA3E/CTNND2/EFNB2/LRRC4/NFIA/NOS1AP/LRTM1/SRPX2/PCDHB11/C1QL3/NTNG2/CACNB1/SEZ6L/PDZRN3/NRP2/NRXN2/NGEF/KIRREL3/MESD/C1QL1/ELFN1/SRCIN1/TPBG/ACHE/INSR/LRP8/L1CAM/CX3CL1/CAMKV/SHANK1/NEURL1/TNR/CBLN2/ADGRL3/SIX1/DRD2/CDH2/ADD2/P2RX2/RELN",79
"GO:0050870","GO:0050870","positive regulation of T cell activation","54/1842","85/4998",4.40761115818317e-07,1.46688392404798e-05,1.12530423382977e-05,"ZBTB16/CD28/TNFSF13B/IL18/CTLA4/HLA-DMB/TNFRSF14/CCL2/LILRB4/TNFSF9/VNN1/LILRB1/PIK3R6/LILRB2/IL12RB1/IGF1/SYK/CD86/NOD2/CD4/NCKAP1L/PTPRC/HLA-DPA1/AIF1/CD74/LGALS9/HLA-DPB1/HAVCR2/NLRP3/EFNB2/SASH3/ZAP70/TNFSF14/IGFBP2/RASGRP1/MYB/IL6ST/CD209/JAK3/IL15/RASAL3/ITPKB/HLX/VAV1/PRKCZ/BCL6/RIPK2/TGFB1/GRAP2/CCL5/EBI3/LEP/SPTA1/CCR7",54
"GO:0035296","GO:0035296","regulation of tube diameter","38/1842","54/4998",5.14201821760114e-07,1.68179457910161e-05,1.29017063263767e-05,"KCNMB1/ADRA2A/CRP/HTR2B/EDN1/ICAM1/COMP/DBH/APOE/PRKG1/GPER1/ACE/HRH2/UTS2B/KNG1/GUCY1A1/TBXA2R/P2RY1/EPHX2/SLC8A1/PTAFR/ADRA2B/AGTR1/ADRA1B/HTR1B/DOCK4/APLN/EDNRA/ADRB2/WDR35/HTR7/ADORA2A/BDKRB2/NOS3/NPPB/HTR1D/MTNR1B/LEP",38
"GO:0097746","GO:0097746","regulation of blood vessel diameter","38/1842","54/4998",5.14201821760114e-07,1.68179457910161e-05,1.29017063263767e-05,"KCNMB1/ADRA2A/CRP/HTR2B/EDN1/ICAM1/COMP/DBH/APOE/PRKG1/GPER1/ACE/HRH2/UTS2B/KNG1/GUCY1A1/TBXA2R/P2RY1/EPHX2/SLC8A1/PTAFR/ADRA2B/AGTR1/ADRA1B/HTR1B/DOCK4/APLN/EDNRA/ADRB2/WDR35/HTR7/ADORA2A/BDKRB2/NOS3/NPPB/HTR1D/MTNR1B/LEP",38
"GO:0009611","GO:0009611","response to wounding","133/1842","258/4998",5.49287607595884e-07,1.78119417369127e-05,1.36642396311527e-05,"FGF10/FGF7/C4BPB/PDPN/CYP1A1/WNT3A/SPAAR/ABCC8/MYMK/P2RX5/APOD/ADTRP/WNT5B/ADRA2A/FCER1G/MAG/MYOD1/PIK3R6/VWF/PIK3CG/F13A1/HBEGF/HBB/RTN4RL1/DGKE/EDN1/IGF1/PF4V1/A2M/IL10/SYT11/SYK/PECAM1/MATN2/TLR4/DPYSL3/TRPC6/GNA14/ERBB4/GRIN2C/DGKH/SPP1/LYVE1/HBG2/REG3G/GNA15/CD36/F2RL3/CD44/PLEK/LCP2/TMIGD3/PIK3R5/ADORA3/GAS6/NDNF/APOE/AIF1/PRKG1/WAS/CD34/CPQ/PRKCB/CCM2L/PRKACB/FERMT3/DGKG/SH2B3/GPR4/KNG1/ADAMTS18/LARGE1/ARRB2/PROS1/SERPINA1/RIPOR1/WFDC1/TBXA2R/P2RY12/PIK3CD/ENPP4/P2RY1/TGFB3/VTN/CD40/SIGLEC10/ADRA2B/ITGA9/PDGFRB/GP5/CASK/DCN/FOXF1/SMOC2/DOCK6/HHEX/ARG1/F3/GATA4/VAV1/NREP/MAFF/ENTPD1/ADORA2A/NFE2/SAA1/LMAN1/SCARB1/ACHE/TSPAN32/TGFB1/HIST1H3G/NOS3/HIST1H3E/CX3CL1/SDC1/ITGB3/MRLN/HIST1H3A/APOA5/GP9/NOV/TNR/EREG/WNT10B/GATA1/PROCR/LOX/TFPI/DRD2/F2RL2/P2RX2/HBE1",133
"GO:0002683","GO:0002683","negative regulation of immune system process","97/1842","177/4998",5.76040325022009e-07,1.85211609587585e-05,1.42083095333261e-05,"CR1/TMEM176A/ZBTB16/TMEM176B/IDO1/C4BPB/BMP5/FCGR2B/CTLA4/CD84/C5AR2/C5/TNFRSF14/CCL2/APOD/CD22/LILRB4/ADTRP/MMP28/FCER1G/LILRB1/CD300LF/LILRB2/DTX1/IL1RL1/NBL1/TLR6/A2M/IL33/IL10/MICB/C1QC/KITLG/TLR4/MILR1/CD86/TNFAIP8L2/CD14/PTPRC/CD200R1/HLA-DOA/CD74/LGALS9/MAFB/GPER1/CCL3/PTGER4/LILRB3/HAVCR2/SLA2/IFI16/LST1/SAMSN1/ARRB2/NRARP/FBN1/RNF125/PDE5A/CD300A/MNDA/TGFB3/JAK3/GPR68/ITPKB/LY96/PLCB1/LAG3/HLX/FOXF1/ARG1/BST2/TMEM178A/CYP19A1/HIST1H4I/GPNMB/CD200/ADORA2A/CCL28/FOXJ1/HTRA1/TICAM2/BCL6/FSTL3/CXCL12/TSPAN32/TGFB1/HIST1H4H/CX3CL1/NOV/RIPOR2/INHBA/LTF/DRD2/CD96/INHA/APOA2/SMPDL3B",97
"GO:0048514","GO:0048514","blood vessel morphogenesis","125/1842","240/4998",5.96794841288809e-07,1.90272237634432e-05,1.45965301739368e-05,"FGF10/ASB4/RAMP3/TMEM100/STAB2/CCL8/IL18/PDE3B/C5/ABCC8/PTPRB/CCL2/APOD/C5AR1/ADTRP/NRCAM/PIK3R6/ADGRB1/PIK3CG/C3AR1/APOLD1/KLF2/RGCC/EDN1/FGFBP1/IL10/SYK/HEY2/HYAL1/TNNI3/PECAM1/TCF21/MMRN2/ITGB2/COL4A3/ADGRB2/SOX18/NTRK2/BMPER/CYBB/FOXC1/NDNF/APOE/SPI1/VEGFC/ROBO4/CD34/PRKCB/CHI3L1/SPRED1/GJC1/LEF1/GPR4/HIF3A/SEMA3E/ENPP2/NRARP/EFNB2/COL4A4/RSPO3/GBX2/STAB1/TBXA2R/HGF/RASIP1/RECK/TBX2/CD40/JAG1/APLNR/EGFL7/SRPX2/AGTR1/MYOCD/TNFSF12/PDGFRB/TBX5/MIR483/RAMP2/APLN/EDNRA/PIK3R3/DCN/NKX2-5/FOXF1/TBX4/SMOC2/HHEX/RHOJ/ANGPTL6/ADGRA2/F3/DLL4/NOTCH3/GATA4/NRP2/GPNMB/EYA1/MIR23A/FLT1/LRG1/ESM1/MYO18B/TGFB1/MYDGF/NOS3/NPPB/TDGF1/CX3CL1/ITGB3/NOV/TERT/HK2/EREG/COL23A1/LEP/ENG/CCBE1/LOX/SIX1/LAMA1/CDH2/ANG/HAND1/HMGA2",125
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","62/1842","102/4998",6.19236054611966e-07,1.95781799266483e-05,1.50191902719481e-05,"ZBTB16/PDPN/CD28/TNFSF13B/WNT3A/IL18/CTLA4/HLA-DMB/TNFRSF14/CCL2/LILRB4/TNFSF9/VNN1/LILRB1/PIK3R6/LILRB2/IL12RB1/IGF1/ICAM1/IL10/SYK/CD86/CD44/NOD2/CD4/NCKAP1L/PTPRC/HLA-DPA1/AIF1/CD74/LGALS9/HLA-DPB1/HAVCR2/NLRP3/EFNB2/SASH3/ZAP70/TNFSF14/IGFBP2/RASGRP1/MYB/IL6ST/PTAFR/CD209/JAK3/IL15/RASAL3/ITPKB/HLX/VAV1/PRKCZ/BCL6/RIPK2/FSTL3/TGFB1/CX3CL1/GRAP2/CCL5/EBI3/LEP/SPTA1/CCR7",62
"GO:1903530","GO:1903530","regulation of secretion by cell","134/1842","261/4998",6.70025991073589e-07,2.10089141333322e-05,1.61167626386992e-05,"TLR8/FCGR2B/SLC30A8/CD84/C5AR2/C5/ABCC8/DOC2B/TNFRSF14/CD22/TLR2/CACNA1H/ADTRP/MCTP1/ADRA2A/FCER1G/LILRB1/CRP/LPL/HTR2B/TLR1/SCAMP5/IL1RL1/RGCC/EDN1/RIMS3/IGF1/TLR6/IL33/IL10/SYT11/SYK/GDNF/TLR4/LRRK2/SPP1/SRGN/ITGB2/ITGAM/CD14/NOD2/RPH3AL/CD200R1/SYT15/SNCG/GAS6/VEGFC/LGALS9/CD34/GPER1/MBP/CCL3/PTGER4/CASP1/PRKCB/NLRP1/HAVCR2/CADPS2/BMP6/SYT3/MEF2C/NLRP3/OSM/OR51E2/CACNA2D2/TMSB4X/AIM2/SYTL4/GPR27/ALOX15B/P2RY12/RASGRP1/CADM1/APBA1/CD300A/P2RY1/MYB/CACNA1C/TGFB3/IRS1/GCK/CD40/PTAFR/SEPT4/ADRA2B/GPR68/RAC2/AGTR1/HTR1B/MAPK11/APLN/CASK/FOXF1/RHBDF2/FGR/SEPT5/CYP19A1/IL1R2/CD200/ADORA2A/RALB/PRKCZ/CALM1/RAB11FIP5/PAEP/SAA1/SRCIN1/RIPK2/CACNA1I/CIDEA/ACHE/CXCL12/KISS1/TGFB1/CX3CL1/SYT12/SDC1/TRIM9/ADCY5/MTNR1B/LGI3/CCL5/NOV/TFR2/ANO1/LEP/INHBA/DRD2/CCR7/CARD17/INHA/NLRP10/ANG/APOA2",134
"GO:0042129","GO:0042129","regulation of T cell proliferation","45/1842","68/4998",7.50537437949666e-07,2.31817470216989e-05,1.77836280317946e-05,"IDO1/CD28/TNFSF13B/IL18/HLA-DMB/TNFRSF14/TNFSF9/LILRB1/LILRB2/IL12RB1/IGF1/IL10/SYK/TNFSF18/CD86/CD4/NCKAP1L/PTPRC/HLA-DPA1/RIPK3/AIF1/LGALS9/HLA-DPB1/HAVCR2/SASH3/ZAP70/IGFBP2/PDE5A/IL6ST/CD209/JAK3/RAC2/IL15/RASAL3/ARG1/GPNMB/FOXJ1/RIPK2/TGFB1/CLC/CCL5/EBI3/LEP/IL27/SPTA1",45
"GO:0050920","GO:0050920","regulation of chemotaxis","55/1842","88/4998",7.51543195484702e-07,2.31817470216989e-05,1.77836280317946e-05,"FGF10/PLXNA4/WNT3A/C5AR2/C5/CCL2/C5AR1/CMKLR1/MMP28/C3AR1/CCL4/EDN1/NBL1/RARRES2/IL16/PLA2G7/CSF1/NCKAP1L/LPAR1/SEMA3C/GAS6/AIF1/PTPRO/CD74/VEGFC/LGALS9/SEMA6B/SEMA3A/CCL3/CAMK1D/FPR2/ZSWIM6/SEMA3E/EFNB2/TMSB4X/TNFSF14/GPR183/P2RY12/SEMA3G/GPSM3/RAC2/PDGFRB/SMOC2/ADGRA2/F3/SEMA6D/CYP19A1/CALR/CXCL12/TGFB1/CCL5/NOV/RIPOR2/CCR7/LBP",55
"GO:0003018","GO:0003018","vascular process in circulatory system","46/1842","70/4998",7.67080071017765e-07,2.34701757213016e-05,1.80048930081844e-05,"PDE2A/PDE3A/KCNMB1/ADRA2A/CRP/HTR2B/HBB/EDN1/ICAM1/COMP/DBH/FOXC1/APOE/PRKG1/GPER1/ACE/HRH2/UTS2B/KNG1/GUCY1A1/TBXA2R/P2RY1/EPHX2/SLC8A1/PTAFR/ADRA2B/AGTR1/ADRA1B/HTR1B/DOCK4/RAMP2/APLN/EDNRA/ADRB2/WDR35/HTR7/PTP4A3/MIR23A/ADORA2A/BDKRB2/TGFB1/NOS3/NPPB/HTR1D/MTNR1B/LEP",46
"GO:0043207","GO:0043207","response to external biotic stimulus","158/1842","318/4998",9.3785441047588e-07,2.82398383598848e-05,2.16638884291212e-05,"FGF10/CYP1A2/CCL13/IL12RB2/IDO1/STAB2/PENK/CYP1A1/MPEG1/CCL8/TLR8/FCGR2B/IL18/ABCC8/TNFRSF14/PTGFR/CCL2/HAMP/TLR2/C5AR1/FCER1G/TLR7/LILRB1/KLHL6/ADGRB1/IFIT1B/FER1L6/CRP/LPL/LILRB2/CCL4/TNFSF8/CXCL1/TLR1/SCN7A/IL12RB1/EDN1/ICAM1/PF4V1/TLR6/FAM20A/IL33/CTSG/LY86/IL10/RARRES2/IL22RA1/SYT11/MICB/SYK/RGS1/NFIB/HYAL1/TLR4/RNASE6/REG3G/CD36/FABP4/CD86/CD14/NOD2/CD4/CAMP/HCK/PTPRC/BCL3/LYZ/IFITM2/CD180/CCDC80/PTGER2/LGALS9/SIGLEC11/TMEM255A/PLA2G2A/CCL3/PTGER4/FMO1/PRG2/CUBN/CASP1/NLRP1/CYP2E1/HAVCR2/PDE4B/ABCC9/IFI16/BMP6/MRC1/PTGIR/MEF2C/PRF1/GUCY1A1/NLRP3/CGAS/CHIT1/AIM2/RNF125/STAB1/TREM2/TBXA2R/MMP7/FAM111A/PLSCR4/TMEM173/FCN3/FKBP5/BATF2/BATF/CLEC7A/CD40/PTAFR/AGBL4/SLFN11/PPBP/IL15/CEBPE/ADAMTS5/IFI44/LY96/MAPK11/DCN/TNFRSF11A/ARG1/WDR35/FGR/BST2/CCR5/HIST1H2BK/DNAJC3/TENT5A/HTRA1/TICAM2/RIPK2/HIST1H2BG/LRG1/SCARB1/CXCL12/TSPAN32/TGFB1/NOS3/CX3CL1/LCN2/MGST1/DMBT1/CCL5/NUGGC/TFPI/IL27/LTF/HIST1H2BF/CCR7/CD96/CARD17/NLRP10/LBP/HMGA2/ALPL",158
